ID,Section Merged,Topic,English Text Problem,English Text Solution,Section,Haochen Database ID
23966,"Ratio, Proportion, and Rates of Change",ratio-toolkit,"Frank, Mary and Seth shared some sweets in the ratio 4 : 5 : 7Seth got 18 more sweets than Frank.
Work out the total number of sweets they shared.","From their respective numbers in the ratio, Seth got 7 of the 'parts' they divided the sweets into and Frank got 4 parts.So Seth got 3 more parts than Frank, which is equivalent to 18 sweets.Divide 18 by 3 to find the size of 1 part.
      
[1]
So there were 6 sweets per part.Add up the ratio numbers to find the total number of parts, and then multiply by 6 to find the total number of sweets.

[1]
96 sweets  [1]",5-ratio-proportion-and-rates-of-change,
24155,"Ratio, Proportion, and Rates of Change",ratio-toolkit,"Frank, Mary and Seth shared some sweets in the ratio 4 : 5 : 7Seth got 18 more sweets than Frank.
Work out the total number of sweets they shared.","From their respective numbers in the ratio, Seth got 7 of the 'parts' they divided the sweets into and Frank got 4 parts.So Seth got 3 more parts than Frank, which is equivalent to 18 sweets.Divide 18 by 3 to find the size of 1 part.
      
[1]
So there were 6 sweets per part.Add up the ratio numbers to find the total number of parts, and then multiply by 6 to find the total number of sweets.

[1]
96 sweets  [1]",5-ratio-proportion-and-rates-of-change,
15266,Algebra,solving-quadratic-equations,"Given that

find the possible values of .","The ratios are equivalent to each other, this can be easiest to look at by writing one above the other.

As the ratios are equal, their scale factors must also be equal.
Find the scale factors by looking at the expressions on each side of the ratios separately.Considering the left-hand side and letting the scale factor be a.

Considering the right-hand side and letting the scale factor be a.

Setting the expressions found for a equal to each other gives:

[1]
Remove the fractions by multiplying each side by each expression on the denominator.Remember to use brackets when multiplying by an expression.

[1]
Expand the brackets on both sides.

Simplify.
   
Rearrange to make a quadratic equation equal to zero.
   
[1]
Solve by substituting the values into the quadratic formula.The quadratic formula is  where .


[1]

 [1]",2-algebra,7457cb4a-a434-46b3-93d3-fa9cd07b60b7
17185,Algebra,solving-quadratic-equations,"Given that

find the possible values of .","The ratios are equivalent to each other, this can be easiest to look at by writing one above the other.

As the ratios are equal, their scale factors must also be equal.
Find the scale factors by looking at the expressions on each side of the ratios separately.Considering the left-hand side and letting the scale factor be a.

Considering the right-hand side and letting the scale factor be a.

Setting the expressions found for a equal to each other gives:

[1]
Remove the fractions by multiplying each side by each expression on the denominator.Remember to use brackets when multiplying by an expression.

[1]
Expand the brackets on both sides.

Simplify.
   
Rearrange to make a quadratic equation equal to zero.
   
[1]
Solve by substituting the values into the quadratic formula.The quadratic formula is  where .


[1]

 [1]",6-algebra,c3a5466d-def8-4295-8198-91f8877971ce
16340,Algebra,graphs-of-functions,"Complete the table of values for 















 


 

 


","Substitute each x value into , taking particular care with negative values. Evaluate term by term, step by step as below

Put the values found into the table
























2 correct values [1]all 3 values correct [1]",2-algebra,14570b75-fad9-4943-af37-cdd092721db6
24263,Graphs and Equations,graphs-of-functions,"Complete the table of values for 















 


 

 


","Substitute each x value into , taking particular care with negative values. Evaluate term by term, step by step as below

Put the values found into the table
























2 correct values [1]all 3 values correct [1]",7-graphs-of-equations-and-functions,
23976,"Ratio, Proportion, and Rates of Change",ratio-toolkit,"Circle the correct statement.










","Write the equivalent ratios out one above the other.
  
The ratios are in proportion, so dividing the parts on the right hand side is equal to dividing the parts on the left hand side.
  
Multiply both sides by 3.

So the correct answer is the fourth option, as    
 [1]
Note that the ratio shows that  is greater than so the third option can be eliminated. Be careful as it is tempting to add the ratio parts together and assume the denominator should be 7, but this shows for example that .",5-ratio-proportion-and-rates-of-change,
24001,"Ratio, Proportion, and Rates of Change",ratio-toolkit,"Circle the correct statement.










","Write the equivalent ratios out one above the other.
  
The ratios are in proportion, so dividing the parts on the right hand side is equal to dividing the parts on the left hand side.
  
Multiply both sides by 3.

So the correct answer is the fourth option, as    
 [1]
Note that the ratio shows that  is greater than so the third option can be eliminated. Be careful as it is tempting to add the ratio parts together and assume the denominator should be 7, but this shows for example that .",5-ratio-proportion-and-rates-of-change,
14896,Algebra,transformations-of-graphs,"The diagram shows a sketch of the graph of 

Write down the coordinates of the point .","We need to know the key points of the graph of y = cosx, which intersects the x-axis at 90° and 270°
(90, 0) [1]You must write your answer as a set of coordinates, not just ""90""",2-algebra,6977469f-2b68-4bc7-b5ff-022609956670
24556,Graphs and Equations,transformations-of-graphs,"The diagram shows a sketch of the graph of 

Write down the coordinates of the point .","We need to know the key points of the graph of y = cosx, which intersects the x-axis at 90° and 270°
(90, 0) [1]You must write your answer as a set of coordinates, not just ""90""",7-graphs-of-equations-and-functions,
18587,Number and Operations,prime-factors-hcf-and-lcm,Find the largest factor of  that is an odd number.,"The largest odd factor of N is the product of the odd prime factors. There are only two odd prime factors; 3 and 5.
largest odd factor = 
Answer = 15 [1]",1-number-operations-and-integers,
15619,Algebra,completing-the-square,"The equation of a curve is 
Circle the coordinates of the turning point.



(5, 3)
(5, –3)
(3, 5)
(–3, 5)



","Quadratic curves given in the form y = (x + p)2 + q have turning points at (-p, q)Use this rule on y = (x + 3)2 + 5 
p = -3,  q = 5
(-3, 5) [1]",2-algebra,58c291e4-a689-41f7-90f2-68fd247b94dc
15628,Algebra,completing-the-square,"The equation of a curve is 
Circle the coordinates of the turning point.



(5, 3)
(5, –3)
(3, 5)
(–3, 5)



","Quadratic curves given in the form y = (x + p)2 + q have turning points at (-p, q)Use this rule on y = (x + 3)2 + 5 
p = -3,  q = 5
(-3, 5) [1]",2-algebra,ea849558-ce18-439b-a8ba-7e686d8a95c0
17580,Number and Operations,surds,"Show that 
can be written in the form where  is a simplified fraction and  is an integer.","Careful with this question; it is , and not Simplify the bottom of the fraction

Multiply the top and bottom of fraction by 

[1]
Simplify the surds

 [1]",1-number,
