Section Merged,Lemma,Occurrences in Section Merged,Unique Topics in Section Merged,POS Tags
Algebra,Junction,1,1,PROPN
Algebra,June,2,2,PROPN
Algebra,Kai,1,1,PROPN
Algebra,Kalinda,1,1,PROPN
Algebra,Karol,1,1,PROPN
Algebra,Kate,4,1,PROPN
Algebra,Kelly,2,1,PROPN
Algebra,L.,1,1,PROPN
Algebra,Label,10,3,PROPN
Algebra,Leo,2,1,PROPN
Algebra,Li,3,1,PROPN
Algebra,Liam,1,1,PROPN
Algebra,Lily,1,1,PROPN
Algebra,Line,6,2,PROPN
Algebra,Liz,1,1,PROPN
Algebra,Long,1,1,PROPN
Algebra,Louis,1,1,PROPN
Algebra,Luscoe,2,1,PROPN
Algebra,Mandy,2,1,PROPN
Algebra,March,2,2,PROPN
Algebra,Mark,2,1,PROPN
Algebra,Martha,2,1,PROPN
Algebra,Martina,6,1,PROPN
Algebra,Mia,1,1,PROPN
Algebra,Michael,1,1,PROPN
Algebra,Mo,3,1,PROPN
Algebra,Mrs,1,1,PROPN
Algebra,N,1,1,PROPN
Algebra,Nuri,2,1,PROPN
Algebra,P,4,3,PROPN
Algebra,P.,1,1,PROPN
Algebra,PQ,1,1,PROPN
Algebra,Point,8,4,PROPN
Algebra,Q,1,1,PROPN
Algebra,Q.,1,1,PROPN
Algebra,R.,5,1,PROPN
Algebra,Rana,2,1,PROPN
Algebra,Rationalise,1,1,PROPN
Algebra,Redlands,1,1,PROPN
Algebra,Rita,2,1,PROPN
Algebra,Robert,1,1,PROPN
Algebra,Sam,1,1,PROPN
Algebra,Samuel,1,1,PROPN
Algebra,School,1,1,PROPN
Algebra,Sequence,3,1,PROPN
Algebra,Shade,2,1,PROPN
Algebra,Shirley,2,1,PROPN
Algebra,Show,32,12,PROPN
Algebra,Sian,1,1,PROPN
Algebra,Simon,3,1,PROPN
Algebra,Simplify,3,2,PROPN
Algebra,Smith,1,1,PROPN
Algebra,Sofia,2,1,PROPN
Algebra,Solve,1,1,PROPN
Algebra,Speed,2,1,PROPN
Algebra,St,1,1,PROPN
Algebra,State,3,3,PROPN
Algebra,Steve,1,1,PROPN
Algebra,Student,1,1,PROPN
Algebra,Sundip,1,1,PROPN
Algebra,T2,2,1,PROPN
Algebra,Tenzin,2,1,PROPN
Algebra,Term,2,1,PROPN
Algebra,Theo,4,2,PROPN
Algebra,Tick,4,3,PROPN
Algebra,Time,3,2,PROPN
Algebra,Tin,2,1,PROPN
Algebra,Tom,2,1,PROPN
Algebra,Triangle,2,1,PROPN
Algebra,Usain,3,1,PROPN
Algebra,Usman,1,1,PROPN
Algebra,Work,6,5,PROPN
Algebra,Write,18,4,"PROPN, VERB"
Algebra,X,1,1,PROPN
Algebra,Y,3,2,PROPN
Algebra,Y.One,2,1,PROPN
Algebra,Yuen,2,1,PROPN
Algebra,Z,1,1,PROPN
Algebra,a,41,14,NOUN
Algebra,a.,9,5,NOUN
Algebra,a.the,1,1,NOUN
Algebra,able,2,1,ADJ
Algebra,above,13,3,ADV
Algebra,accelerate,2,1,VERB
Algebra,acceleration,20,2,NOUN
Algebra,accuracy,1,1,NOUN
Algebra,actual,3,1,ADJ
Algebra,acute,2,1,ADJ
Algebra,add,12,6,VERB
Algebra,adult,5,3,NOUN
Algebra,affect,2,1,VERB
Algebra,age,5,2,NOUN
Algebra,agree,2,1,VERB
Algebra,air,3,1,NOUN
Algebra,algebra,9,2,NOUN
Algebra,algebraic,64,8,ADJ
Algebra,algebraically,22,4,ADV
Algebra,also,5,3,ADV
Algebra,always,44,3,ADV
Algebra,am,2,1,NOUN
Algebra,amount,2,2,NOUN
Algebra,andare,6,3,PROPN
Algebra,angle,13,5,NOUN
Algebra,angled,10,4,ADJ
Algebra,animal,7,3,NOUN
Algebra,answer,205,25,"NOUN, VERB"
Algebra,apple,2,1,NOUN
Algebra,approach,2,1,VERB
Algebra,approximate,9,3,ADJ
Algebra,area,50,11,NOUN
Algebra,arithmetic,15,2,"ADJ, NOUN"
Algebra,arrange,2,1,VERB
Algebra,as,14,6,ADV
Algebra,ask,4,3,VERB
Algebra,assume,5,3,VERB
Algebra,assumption,4,2,NOUN
Algebra,average,28,2,ADJ
Algebra,ax,1,1,NOUN
Algebra,axis,21,6,NOUN
Algebra,b,10,5,"NOUN, PROPN"
Algebra,b.,3,2,PROPN
Algebra,back,6,3,ADV
Algebra,bacteria,3,1,NOUN
Algebra,bag,2,2,NOUN
Algebra,ball,4,2,NOUN
Algebra,base,3,2,"NOUN, VERB"
Algebra,basic,1,1,ADJ
Algebra,be,23,8,VERB
Algebra,bead,1,1,NOUN
Algebra,become,2,1,VERB
Algebra,bee,2,2,NOUN
Algebra,beehive,2,2,NOUN
Algebra,before,2,1,ADV
Algebra,begin,1,1,VERB
Algebra,below,29,10,ADV
Algebra,bicycle,1,1,NOUN
Algebra,big,1,1,ADJ
Algebra,bill,1,1,NOUN
Algebra,billion,1,1,NOUN
Algebra,blue,3,1,ADJ
Algebra,body,3,1,NOUN
Algebra,bottom,2,1,ADJ
Algebra,bound,10,1,VERB
Algebra,bowl,3,2,NOUN
Algebra,box,17,10,"NOUN, PROPN"
Algebra,boy,4,1,NOUN
Algebra,bracket,2,1,NOUN
Algebra,brick,6,1,NOUN
Algebra,bun,1,1,NOUN
Algebra,button,2,1,NOUN
Algebra,buy,4,3,VERB
Algebra,c,6,5,"NOUN, PROPN"
Algebra,c.,2,1,"NOUN, PROPN"
Algebra,cake,4,1,NOUN
Algebra,calculate,22,8,VERB
Algebra,calculation,2,1,NOUN
Algebra,calculator,2,2,NOUN
Algebra,car,23,2,NOUN
Algebra,carly,1,1,ADV
Algebra,carrot,2,2,NOUN
Algebra,centimetre,23,4,NOUN
Algebra,centre,22,3,"NOUN, VERB"
Algebra,change,10,5,"NOUN, VERB"
Algebra,charge,4,1,"NOUN, VERB"
Algebra,chess,2,1,NOUN
Algebra,child,7,3,NOUN
Algebra,choose,2,1,VERB
Algebra,chord,1,1,NOUN
Algebra,cinema,2,2,NOUN
Algebra,circle,80,14,"NOUN, VERB"
Algebra,circle?You,2,1,PROPN
Algebra,circumference,4,1,NOUN
Algebra,claim,4,1,"NOUN, VERB"
Algebra,clear,59,7,ADJ
Algebra,clearly,40,14,ADV
Algebra,club,2,1,NOUN
Algebra,cm,30,9,"NOUN, PROPN"
Algebra,cm.is,1,1,PROPN
Algebra,cm2,7,2,NOUN
Algebra,cm2.Show,2,2,VERB
Algebra,cm3,2,2,NOUN
Algebra,cmcentre,2,1,NOUN
Algebra,co,3,2,NOUN
Algebra,coach,2,1,NOUN
Algebra,coefficient,2,1,NOUN
Algebra,coffee,4,2,NOUN
Algebra,comment,3,2,NOUN
Algebra,common,1,1,ADJ
Algebra,company,2,1,NOUN
Algebra,compare,2,2,VERB
Algebra,complete,40,8,"ADJ, VERB"
Algebra,completely,4,2,ADV
Algebra,composite,8,2,ADJ
Algebra,cone,2,1,NOUN
Algebra,congruent,2,2,ADJ
Algebra,consecutive,29,1,ADJ
Algebra,consider,2,2,VERB
Algebra,constant,35,11,"ADJ, NOUN"
Algebra,construct,4,2,VERB
Algebra,contain,8,1,VERB
Algebra,container,3,2,NOUN
Algebra,container?circle,1,1,NOUN
Algebra,continue,9,3,VERB
Algebra,conversion,2,1,NOUN
Algebra,cool,1,1,VERB
Algebra,coordinate,129,9,"NOUN, VERB"
Algebra,correct,71,16,"ADJ, VERB"
Algebra,correct?Explain,2,1,VERB
Algebra,correct?Tick,5,4,PROPN
Algebra,correct?explain,2,1,VERB
Algebra,correct?show,1,1,NOUN
Algebra,correctly,3,2,ADV
Algebra,cost,12,3,"NOUN, VERB"
Algebra,counter,4,2,NOUN
Algebra,criticism,2,1,NOUN
Algebra,cross,18,5,"NOUN, PROPN, VERB"
Algebra,cube,7,2,NOUN
Algebra,cubic,1,1,ADJ
Algebra,cuboid,3,3,NOUN
Algebra,currant,1,1,ADJ
Algebra,curve,97,8,"NOUN, PROPN, VERB"
Algebra,curved,2,1,ADJ
Algebra,customer,1,1,NOUN
Algebra,cycle,16,1,"NOUN, VERB"
Algebra,cycling,2,1,NOUN
Algebra,cyclist,2,1,NOUN
Algebra,cylinder,2,1,NOUN
Algebra,d,3,3,"ADJ, NOUN"
Algebra,dash,1,1,VERB
Algebra,day,13,5,NOUN
Algebra,deceleration,3,1,NOUN
Algebra,decide,6,4,VERB
Algebra,decimal,46,9,ADJ
Algebra,decision,4,2,NOUN
Algebra,decrease,5,1,NOUN
Algebra,define,35,5,VERB
Algebra,degree,4,2,NOUN
Algebra,deliver,6,1,VERB
Algebra,denominator,6,3,NOUN
Algebra,depth,7,2,NOUN
Algebra,describe,20,9,VERB
Algebra,description,1,1,NOUN
Algebra,determine,2,2,VERB
Algebra,diagonal,3,1,"ADJ, NOUN"
Algebra,diagram,76,14,NOUN
Algebra,diameter,7,3,NOUN
Algebra,difference,17,3,NOUN
Algebra,different,13,5,ADJ
Algebra,directly,2,1,ADV
Algebra,display,1,1,NOUN
Algebra,distance,34,2,NOUN
Algebra,distance?give,1,1,ADJ
Algebra,distinct,1,1,ADJ
Algebra,divide,7,3,VERB
Algebra,divisible,3,1,ADJ
Algebra,do,2,2,VERB
Algebra,dollar,1,1,NOUN
Algebra,dose,1,1,NOUN
Algebra,dotted,1,1,ADJ
Algebra,double,1,1,NOUN
Algebra,downwards,1,1,ADV
Algebra,draw,99,10,VERB
Algebra,drive,3,2,VERB
Algebra,elderly,1,1,ADJ
Algebra,electricity,3,1,NOUN
Algebra,empty,1,1,VERB
Algebra,enclose,1,1,VERB
Algebra,end,2,2,NOUN
Algebra,envelope,1,1,NOUN
Algebra,equal,20,7,"ADJ, VERB"
Algebra,equation,315,20,NOUN
Algebra,equationwherethe,2,1,NOUN
Algebra,equilateral,2,1,ADJ
Algebra,equivalent,9,3,ADJ
Algebra,error,15,4,NOUN
Algebra,estimate,76,6,"NOUN, VERB"
Algebra,evaluate,2,1,VERB
Algebra,even,13,1,"ADJ, ADV"
Algebra,exact,11,6,ADJ
Algebra,exactly,3,2,ADV
Algebra,example,2,1,NOUN
Algebra,expand,60,4,VERB
Algebra,expansion,2,1,NOUN
Algebra,explain,23,8,VERB
Algebra,exponential,3,1,ADJ
Algebra,exponentially,2,1,ADV
Algebra,express,34,7,"NOUN, VERB"
Algebra,expression,69,9,NOUN
Algebra,f,6,4,"NOUN, PROPN"
Algebra,f(0,1,1,PROPN
Algebra,f(10,1,1,NOUN
Algebra,f(5,1,1,PROPN
Algebra,f(x,3,2,PROPN
Algebra,f-1,1,1,PROPN
Algebra,fact,1,1,NOUN
Algebra,factor,9,3,NOUN
Algebra,factorisation,6,1,NOUN
Algebra,factorise,6,3,"PROPN, VERB"
Algebra,fall,1,1,VERB
Algebra,false,2,1,ADJ
Algebra,far,2,1,ADV
Algebra,farm,4,2,NOUN
Algebra,fast,5,2,ADJ
Algebra,few,3,1,ADJ
Algebra,fg(-4,1,1,PROPN
Algebra,field,1,1,NOUN
Algebra,figure,24,5,NOUN
Algebra,fill,4,2,VERB
Algebra,final,2,1,ADJ
Algebra,find,339,22,"NOUN, VERB"
Algebra,finish,3,1,VERB
Algebra,first,91,6,ADJ
Algebra,fish,2,1,NOUN
Algebra,fix,2,1,VERB
Algebra,flask,5,1,"NOUN, PROPN"
Algebra,flight,2,1,NOUN
Algebra,floor,2,2,NOUN
Algebra,flow,1,1,VERB
Algebra,follow,15,6,VERB
Algebra,following,8,4,"ADJ, NOUN"
Algebra,form,174,19,"NOUN, VERB"
Algebra,formula,60,9,NOUN
Algebra,fourth,4,2,ADJ
Algebra,fraction,41,4,NOUN
Algebra,friend,3,1,NOUN
Algebra,fruit,2,1,NOUN
Algebra,fully,64,11,ADV
Algebra,function,65,7,NOUN
Algebra,funfair,2,1,NOUN
Algebra,further,1,1,ADJ
Algebra,g,3,2,NOUN
Algebra,gannet,2,1,"ADJ, NOUN"
Algebra,garden,3,3,NOUN
Algebra,generate,1,1,VERB
Algebra,geometric,9,1,ADJ
Algebra,get,13,8,VERB
Algebra,gf,1,1,PROPN
Algebra,girl,6,1,NOUN
Algebra,give,232,25,VERB
Algebra,go,8,4,VERB
Algebra,gradient,65,6,NOUN
Algebra,graph,243,12,NOUN
Algebra,graphical,4,2,ADJ
Algebra,great,8,4,ADJ
Algebra,green,2,2,ADJ
Algebra,grid,125,10,NOUN
Algebra,ground,4,2,NOUN
Algebra,group,2,1,NOUN
Algebra,grow,8,1,VERB
Algebra,growth,3,3,NOUN
Algebra,h,6,1,"NOUN, PROPN"
Algebra,h.,2,1,PROPN
Algebra,hFrom,1,1,PROPN
Algebra,half,2,1,ADV
Algebra,hall,4,1,NOUN
Algebra,hall?Give,1,1,PROPN
Algebra,happen,4,4,VERB
Algebra,have,136,14,VERB
Algebra,heater,1,1,NOUN
Algebra,height,17,7,NOUN
Algebra,hemisphere,2,1,NOUN
Algebra,hence,15,7,ADV
Algebra,here,127,18,ADV
Algebra,high,2,2,ADJ
Algebra,hit,1,1,VERB
Algebra,home,14,2,"ADV, NOUN"
Algebra,homework,4,1,NOUN
Algebra,horse,1,1,NOUN
Algebra,hotel,1,1,NOUN
Algebra,hour,19,3,NOUN
Algebra,house,3,1,NOUN
Algebra,house?give,2,1,NOUN
Algebra,i,9,7,"NOUN, PROPN"
Algebra,ice,3,2,"NOUN, VERB"
Algebra,identical,6,4,ADJ
Algebra,identify,3,1,VERB
Algebra,identity,6,4,NOUN
Algebra,ii,33,14,PROPN
Algebra,iii,4,2,"NOUN, PROPN"
Algebra,improvement,3,2,NOUN
Algebra,in,1,1,ADV
Algebra,include,2,1,VERB
Algebra,incorrect,4,2,ADJ
Algebra,increase,7,3,"NOUN, VERB"
Algebra,index,3,1,NOUN
Algebra,indicate,2,1,VERB
Algebra,inequality,96,2,NOUN
Algebra,information,20,6,NOUN
Algebra,input,19,1,"NOUN, VERB"
Algebra,instantaneous,6,2,ADJ
Algebra,instead,2,1,ADV
Algebra,integer,164,20,NOUN
Algebra,intercept,4,3,NOUN
Algebra,interpret,1,1,VERB
Algebra,interpretation,2,1,NOUN
Algebra,intersect,39,7,"NOUN, VERB"
Algebra,intersection,9,4,NOUN
Algebra,interval,1,1,NOUN
Algebra,inverse,11,1,"ADJ, NOUN"
Algebra,inversely,1,1,ADV
Algebra,investigate,1,1,VERB
Algebra,island,1,1,NOUN
Algebra,isoscele,4,2,NOUN
Algebra,isosceles,1,1,PROPN
Algebra,iswork,1,1,NOUN
Algebra,iteration,7,2,NOUN
Algebra,iterative,6,1,ADJ
Algebra,join,9,2,VERB
Algebra,journey,24,2,NOUN
Algebra,jump,2,1,VERB
Algebra,justify,2,1,VERB
Algebra,k,4,3,PROPN
Algebra,k.,1,1,NOUN
Algebra,kg,3,3,NOUN
Algebra,kilometre,7,1,NOUN
Algebra,km,10,1,"NOUN, PROPN"
Algebra,know,3,2,VERB
Algebra,kwh,2,1,NOUN
Algebra,l,2,1,NOUN
Algebra,l.,1,1,NOUN
Algebra,label,15,1,VERB
Algebra,large,12,5,ADJ
Algebra,last,5,2,"ADJ, VERB"
Algebra,leak,1,1,VERB
Algebra,leave,7,2,VERB
Algebra,left,2,1,ADJ
Algebra,length,31,9,NOUN
Algebra,less,8,4,ADJ
Algebra,letter,8,5,NOUN
Algebra,library,6,1,NOUN
Algebra,lie,21,6,VERB
Algebra,limit,2,1,VERB
Algebra,line,209,11,"NOUN, VERB"
Algebra,linear,6,2,ADJ
Algebra,liquid,3,2,NOUN
Algebra,list,1,1,VERB
Algebra,litre,2,1,NOUN
Algebra,long,7,5,"ADJ, ADV"
Algebra,low,3,2,ADJ
Algebra,m,25,6,"NOUN, PROPN, VERB"
Algebra,m.,2,2,NOUN
Algebra,m/,2,1,PROPN
Algebra,m/s,2,1,PROPN
Algebra,m2,2,1,NOUN
Algebra,machine,8,1,NOUN
Algebra,make,87,12,VERB
Algebra,many,22,5,ADJ
Algebra,map,8,2,"NOUN, VERB"
Algebra,marble,1,1,NOUN
Algebra,mark,3,2,"NOUN, VERB"
Algebra,mass,3,1,NOUN
Algebra,match,2,1,VERB
Algebra,maximum,14,4,ADJ
Algebra,mean,2,1,NOUN
Algebra,measurement,15,2,NOUN
Algebra,medallist,1,1,NOUN
Algebra,medicine,1,1,NOUN
Algebra,medium,4,1,"ADJ, NOUN"
Algebra,method,13,6,NOUN
Algebra,method?Tick,1,1,PROPN
Algebra,metre,24,4,NOUN
Algebra,middle,8,1,ADJ
Algebra,midpoint,28,5,NOUN
Algebra,mile,13,3,NOUN
Algebra,milesroute,2,1,NOUN
Algebra,minimum,6,3,ADJ
Algebra,minute,10,2,NOUN
Algebra,minute?circle,1,1,VERB
Algebra,mistake,2,2,NOUN
Algebra,ml,1,1,PROPN
Algebra,model,1,1,NOUN
Algebra,molly,1,1,ADJ
Algebra,money,1,1,NOUN
Algebra,month,3,3,NOUN
Algebra,more,22,8,"ADJ, ADV"
Algebra,motion,3,2,NOUN
Algebra,motorbike,1,1,NOUN
Algebra,motorway,1,1,NOUN
Algebra,move,6,2,"NOUN, VERB"
Algebra,mph,2,1,NOUN
Algebra,much,4,2,ADJ
Algebra,multiple,16,1,NOUN
Algebra,multiply,6,4,VERB
Algebra,mx,2,1,PROPN
Algebra,n,6,3,"NOUN, PROPN"
Algebra,n.,1,1,NOUN
Algebra,need,2,2,VERB
Algebra,negative,7,5,ADJ
Algebra,never,5,1,ADV
Algebra,new,2,1,ADJ
Algebra,next,21,5,ADJ
Algebra,no,3,2,NOUN
Algebra,note,1,1,NOUN
Algebra,now,10,4,ADV
Algebra,nth,6,1,ADJ
Algebra,number,147,14,NOUN
Algebra,numerator,4,2,NOUN
Algebra,obtuse,1,1,ADJ
Algebra,occur,1,1,VERB
Algebra,octagon,1,1,NOUN
Algebra,odd,23,2,ADJ
Algebra,old,3,2,ADJ
Algebra,olympic,1,1,ADJ
Algebra,one,3,2,"NOUN, PROPN"
Algebra,one?circle,1,1,NOUN
Algebra,only,12,6,"ADJ, ADV"
Algebra,orange,2,1,NOUN
Algebra,order,1,1,NOUN
Algebra,ordinate,4,2,"NOUN, VERB"
Algebra,origin,4,2,NOUN
Algebra,originally,2,2,ADV
Algebra,other,8,4,ADJ
Algebra,otherwise,9,5,ADV
Algebra,out,2,1,ADV
Algebra,output,19,1,NOUN
Algebra,overestimate,4,1,NOUN
Algebra,p,8,5,"NOUN, PROPN"
Algebra,p.,4,2,NOUN
Algebra,pack,2,1,NOUN
Algebra,packet,2,1,NOUN
Algebra,pair,1,1,NOUN
Algebra,parachutist,4,1,NOUN
Algebra,parallel,16,2,ADJ
Algebra,parallelogram,1,1,NOUN
Algebra,parcel,4,1,NOUN
Algebra,park,6,1,NOUN
Algebra,part,61,14,NOUN
Algebra,particle,4,2,NOUN
Algebra,pass,40,4,VERB
Algebra,pattern,4,3,NOUN
Algebra,pay,8,3,"NOUN, VERB"
Algebra,penny,2,1,NOUN
Algebra,people,2,1,NOUN
Algebra,perfect,2,1,ADJ
Algebra,perimeter,17,2,NOUN
Algebra,periodic,1,1,ADJ
Algebra,perpendicular,29,2,"ADJ, NOUN"
Algebra,person,4,2,NOUN
Algebra,phone,2,1,NOUN
Algebra,pick,3,1,VERB
Algebra,piece,4,2,NOUN
Algebra,place,50,11,"NOUN, VERB"
Algebra,plan,1,1,NOUN
Algebra,plane,6,2,NOUN
Algebra,plant,3,2,NOUN
Algebra,plot,3,2,"NOUN, VERB"
Algebra,pm,3,1,NOUN
Algebra,point,219,10,"NOUN, VERB"
Algebra,population,8,4,NOUN
Algebra,port,1,1,NOUN
Algebra,position,4,2,NOUN
Algebra,positive,41,13,ADJ
Algebra,possible,38,11,ADJ
Algebra,potato,2,2,NOUN
Algebra,pound,2,1,NOUN
Algebra,pour,1,1,VERB
Algebra,power,5,2,NOUN
Algebra,predict,1,1,VERB
Algebra,previous,7,3,ADJ
Algebra,price,4,1,NOUN
Algebra,prime,11,4,ADJ
Algebra,probability,7,2,NOUN
Algebra,problem,1,1,NOUN
Algebra,process,3,1,NOUN
Algebra,produce,2,1,VERB
Algebra,product,8,1,NOUN
Algebra,profit,2,1,NOUN
Algebra,progression,6,1,NOUN
Algebra,progression?circle,2,1,NOUN
Algebra,proportional,2,1,ADJ
Algebra,prove,68,4,"ADJ, VERB"
Algebra,put,3,3,VERB
Algebra,py,1,1,PROPN
Algebra,q,5,4,"NOUN, PROPN"
Algebra,q.,2,2,NOUN
Algebra,quadratic,15,5,"ADJ, NOUN"
Algebra,question,24,8,NOUN
Algebra,r,8,1,NOUN
Algebra,rabbit,4,2,NOUN
Algebra,race,12,2,NOUN
Algebra,radius,16,4,NOUN
Algebra,random,4,2,ADJ
Algebra,range,10,3,NOUN
Algebra,rate,20,3,NOUN
Algebra,ratio,15,6,NOUN
Algebra,rationalise,1,1,VERB
Algebra,reach,3,3,VERB
Algebra,rearrange,21,2,VERB
Algebra,reason,17,7,NOUN
Algebra,reasoning,9,4,NOUN
Algebra,receive,1,1,VERB
Algebra,record,1,1,VERB
Algebra,rectangle,22,6,NOUN
Algebra,rectangle.is,2,1,PROPN
Algebra,rectangular,2,2,ADJ
Algebra,red,5,2,ADJ
Algebra,reduce,2,1,VERB
Algebra,reflect,1,1,VERB
Algebra,reflection,1,1,NOUN
Algebra,region,52,1,NOUN
Algebra,region?Tick,1,1,PROPN
Algebra,relationship,1,1,NOUN
Algebra,remainder,4,1,NOUN
Algebra,represent,31,8,VERB
Algebra,require,1,1,VERB
Algebra,respect,3,1,NOUN
Algebra,respectively,2,1,ADV
Algebra,rest,7,3,"NOUN, VERB"
Algebra,result,6,4,NOUN
Algebra,return,1,1,VERB
Algebra,revision,1,1,NOUN
Algebra,rhombus,3,1,NOUN
Algebra,ride,1,1,NOUN
Algebra,right,17,5,"ADJ, ADV, NOUN"
Algebra,right?you,1,1,NOUN
Algebra,rink,2,1,NOUN
Algebra,rocket,4,1,NOUN
Algebra,root,8,4,NOUN
Algebra,round,2,2,VERB
Algebra,route,6,1,"NOUN, VERB"
Algebra,rule,9,2,NOUN
Algebra,rule?circle,1,1,NOUN
Algebra,run,12,2,"NOUN, VERB"
Algebra,s,22,2,"NOUN, PROPN, VERB"
Algebra,s.,1,1,PROPN
Algebra,s2,6,2,"NOUN, PROPN"
Algebra,sail,1,1,VERB
Algebra,same,29,8,ADJ
Algebra,satisfy,25,5,VERB
Algebra,save,4,2,VERB
Algebra,saving,4,2,NOUN
Algebra,say,20,7,VERB
Algebra,"says,""If",1,1,PROPN
Algebra,scale,5,2,NOUN
Algebra,school,1,1,NOUN
Algebra,second,87,4,"ADJ, NOUN"
Algebra,seconds?give,1,1,NOUN
Algebra,sector,2,1,NOUN
Algebra,segment,3,2,NOUN
Algebra,sell,5,2,VERB
Algebra,send,1,1,VERB
Algebra,sequence,107,5,NOUN
Algebra,sequence?you,3,1,NOUN
Algebra,series,2,1,NOUN
Algebra,set,7,2,"NOUN, VERB"
Algebra,shade,22,1,VERB
Algebra,shaded,10,1,ADJ
Algebra,shape,7,1,NOUN
Algebra,ship,1,1,NOUN
Algebra,shop,1,1,NOUN
Algebra,short,2,1,ADJ
Algebra,show,427,26,"NOUN, VERB"
Algebra,side,11,4,NOUN
Algebra,sided,3,1,ADJ
Algebra,sign,1,1,NOUN
Algebra,significant,20,4,ADJ
Algebra,simple,37,6,ADJ
Algebra,simplify,168,11,"NOUN, VERB"
Algebra,simply,6,3,ADV
Algebra,simultaneous,62,3,ADJ
Algebra,single,40,5,ADJ
Algebra,size,4,3,NOUN
Algebra,sketch,63,9,"NOUN, VERB"
Algebra,slow,1,1,VERB
Algebra,slug,2,2,NOUN
Algebra,small,13,6,ADJ
Algebra,so,1,1,ADV
Algebra,solid,2,1,ADJ
Algebra,solution,121,10,NOUN
Algebra,solve,247,15,"NOUN, VERB"
Algebra,sometimes,3,1,ADV
Algebra,speed,66,2,NOUN
Algebra,speed?give,1,1,ADJ
Algebra,spend,1,1,VERB
Algebra,sphere,5,3,NOUN
Algebra,sport,1,1,NOUN
Algebra,square,47,9,"ADJ, NOUN, PROPN"
Algebra,stage,10,4,NOUN
Algebra,standard,2,1,ADJ
Algebra,start,31,6,"NOUN, VERB"
Algebra,starting,4,2,NOUN
Algebra,state,9,4,"NOUN, VERB"
Algebra,statement,14,6,NOUN
Algebra,stay,5,2,VERB
Algebra,steady,2,1,ADJ
Algebra,steep,2,1,ADJ
Algebra,steeper?Explain,2,1,PROPN
Algebra,stop,10,1,VERB
Algebra,straight,89,8,ADJ
Algebra,strip,5,1,NOUN
Algebra,student,3,2,NOUN
Algebra,subject,68,3,NOUN
Algebra,substitute,2,2,VERB
Algebra,subtract,1,1,VERB
Algebra,such,28,7,ADJ
Algebra,suggest,4,3,VERB
Algebra,suitable,21,5,ADJ
Algebra,sum,16,2,NOUN
Algebra,sunflower,4,1,NOUN
Algebra,support,3,2,VERB
Algebra,surd,4,3,"NOUN, PROPN"
Algebra,surface,3,2,NOUN
Algebra,sweet,1,1,NOUN
Algebra,symmetry,5,4,NOUN
Algebra,t,13,5,"NOUN, PROPN"
Algebra,t1,2,1,NOUN
Algebra,table,28,6,NOUN
Algebra,take,10,5,VERB
Algebra,tangent,33,4,NOUN
Algebra,tank,5,2,NOUN
Algebra,tea,4,2,NOUN
Algebra,tell,1,1,VERB
Algebra,temperature,6,2,NOUN
Algebra,term,190,13,NOUN
Algebra,th,13,2,"ADJ, NOUN"
Algebra,then,21,4,ADV
Algebra,thenadd,1,1,NOUN
Algebra,theorem,4,1,NOUN
Algebra,therefore,4,1,ADV
Algebra,theth,2,1,ADJ
Algebra,thetown,1,1,VERB
Algebra,thing,1,1,NOUN
Algebra,think,4,2,VERB
Algebra,third,5,3,"ADJ, NOUN"
Algebra,thousands.x,1,1,NOUN
Algebra,through,2,1,ADV
Algebra,throw,2,2,VERB
Algebra,tick,2,1,"NOUN, VERB"
Algebra,ticket,4,2,NOUN
Algebra,tile,2,2,NOUN
Algebra,time,53,8,NOUN
Algebra,tin,4,1,NOUN
Algebra,too,1,1,ADV
Algebra,top,3,2,ADJ
Algebra,total,30,4,"ADJ, NOUN"
Algebra,town,3,1,NOUN
Algebra,toy,7,2,NOUN
Algebra,train,6,2,NOUN
Algebra,tram,4,1,NOUN
Algebra,transform,12,2,VERB
Algebra,transformation,8,2,NOUN
