English Text Problem,Section Merged,Section,Topic
"
If the value of  doubles, what happens to the value of ?Circle your answer.










",Algebra,2-algebra,algebra-toolkit
"Find an equation of the line perpendicular to , which passes through . Give your answer in the form , where  and  are integers.",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"A bowl contains  pieces of fruit.Of these,  are oranges and the rest are apples.
Two pieces of fruit are going to be taken at random from the bowl.The probability that the bowl will then contain  apples is 
Work out the value of Show your working clearly.",Algebra,6-algebra,forming-and-solving-equations
"A bowl contains  pieces of fruit.Of these,  are oranges and the rest are apples.
Two pieces of fruit are going to be taken at random from the bowl.The probability that the bowl will then contain  apples is 
Work out the value of Show your working clearly.
",Algebra,2-algebra,forming-and-solving-equations
Simplify    ,Algebra,2-algebra,algebraic-roots-and-indices
"Estimate the time during the 50 seconds when
the instantaneous acceleration = the average acceleration
You must show your working on the graph.
....................... seconds
",Algebra,2-algebra,real-life-graphs
"
In the diagram, all angles are in degrees.
Angle is a right angle.Angle = Angle .
Work out the value of .",Algebra,2-algebra,forming-and-solving-equations
"Using algebra, prove that, given any 3 consecutive whole numbers, the sum of the square of the smallest number and the square of the largest number is always 2 more than twice the square of the middle number.
",Algebra,2-algebra,algebraic-proof
"Solve the simultaneous equations

Show clear algebraic working.",Algebra,6-algebra,simultaneous-equations
"Here are the first five terms of an arithmetic sequence.
7      13      19      25      31 
Prove that the difference between the squares of any two terms of the sequence is always a multiple of 24",Algebra,2-algebra,algebraic-proof
"The diagram shows two straight lines drawn on a grid.

Show, by shading on the grid, the region defined by all five of the inequalities












Label the region .
",Algebra,2-algebra,graphing-inequalities
"Solve   
Show clear algebraic working.
.............................",Algebra,6-algebra,linear-equations
"Prove that the difference between two consecutive square numbers is always odd.
",Algebra,2-algebra,algebraic-proof
Simplify     ,Algebra,2-algebra,linear-equations
"Solve the simultaneous equations
   ",Algebra,2-algebra,simultaneous-equations
"The sketch shows the lines  and 


Which pair of inequalities describes the shaded region?Tick one box.




















",Algebra,2-algebra,graphing-inequalities
"In a chess club, there are  boys and  girls.If 5 more boys and 8 more girls join, there would be half as many boys as girls.
Show that ",Algebra,2-algebra,forming-and-solving-equations
"The point  has coordinates (5, −4)The point  has coordinates (13, 1)
Work out the coordinates of the midpoint of .",Algebra,2-algebra,coordinate-geometry
"Jalina stayed at the park for 45 minutes.She then cycled, without stopping, at a constant speed of 16 km/h from the park back to her home.
Show all this information on the distance-time graph.",Algebra,2-algebra,real-life-graphs
"The shaded region in the diagram is bounded by three lines.The equation of one of the lines is given.

Write down the three inequalities that define the shaded region.
",Algebra,2-algebra,graphing-inequalities
"For all values of 

On the grid, draw the graph of the composite function    for  

",Algebra,2-algebra,functions
"Solve 
Give your solutions to 2 decimal places.You must show your working.
",Algebra,2-algebra,algebraic-fractions
"Jalina left her home at 10 00 to cycle to a park.On her way to the park, she stopped at a friend’s house and then continued her journey to the park.Here is the distance-time graph for her journey to the park.

On her journey to the park, did Jalina cycle at a faster speed before or after she stopped at her friend’s house?Give a reason for your answer.
",Algebra,2-algebra,real-life-graphs
"Clare emptied a tank and recorded the depth of water each minute.



  Time (t minutes)
0
1
2
3
4
5
6
7
8
9
10


  Depth (m metres)
30
29.5
29
28
27
26
24.5
22.5
19.5
15
9




Plot the graph of depth against time.
",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Factorise  
",Algebra,2-algebra,factorising
"Joe draws this graph to identify the region  represented by
    and        and    

Make two criticisms of his graph.
",Algebra,2-algebra,graphing-inequalities
"
On the grid, draw and label the straight line with equation
i)
   
[1]
ii)
   
[1]
iii)
   
[1]",Algebra,2-algebra,graphing-inequalities
"Using algebra, prove that when the square of any odd number is divided by  the remainder is 
",Algebra,2-algebra,algebraic-proof
"Using algebra, prove that when the square of any odd number is divided by  the remainder is .",Algebra,6-algebra,algebraic-proof
Factorise  ,Algebra,6-algebra,factorising
"The diagram shows the graph of  for 

The point on the curve has  coordinate 2
Use the graph to find an estimate for the gradient of the curve at .",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Given that  
find the value of .Show your working clearly.
k = .................................................. ",Algebra,6-algebra,algebraic-roots-and-indices
"Theo starts with savings of £18James starts with no savings.
Each week from now,
   Theo will save £4.50 and James will save £4
In how many weeks will Theo and James have savings in the ratio 15 : 8 ?",Algebra,2-algebra,sequences
Write down the value of ,Algebra,6-algebra,algebraic-roots-and-indices
" is an isosceles triangle with  is the point with coordinates (–1, 5) is the point with coordinates (2, 10) is the midpoint of .Find an equation of the line through the points  and .Give your answer in the form  where   and  are integers.
",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"On the number line below, represent the solution set of the inequality solved in part (a).

",Algebra,2-algebra,solving-inequalities
"Here are the first five terms of an arithmetic sequence.
4   9   14   19   24
Find, in terms of , an expression for the th term of this sequence.",Algebra,6-algebra,sequences
"Given that   
find the values of  for which 
",Algebra,2-algebra,solving-quadratic-equations
"The curve  is transformed to the curve .The curve  has equation 
Describe fully the transformation that maps curve  onto curve .",Algebra,2-algebra,graphs-of-functions
"Here is a rectangle.

Given that the area of the rectangle is less than find the range of possible values of .",Algebra,6-algebra,solving-inequalities
"Question 3      
                Find  when ,  and .   
Martina’s solution  
   
   
Martina’s error is............................................................
Correct answer = .........................................................",Algebra,2-algebra,algebra-toolkit
"Ali is  years old.
Bhavara is twice as old as Ali.
Ceris is 3 years younger than Ali.
The total of their ages is 125 years.
Work out the age of each person.",Algebra,2-algebra,forming-and-solving-equations
"The th term of a different number sequence is given by 
Write down the first 3 terms of this sequence.
",Algebra,2-algebra,sequences
"On the grid, identify the region represented by
            
Label the region R.


",Algebra,2-algebra,graphing-inequalities
"
The region , shown shaded in the diagram, is bounded by three straight lines.Write down the three inequalities that define .",Algebra,2-algebra,graphing-inequalities
"The straight line  has equation     The curve  has equation  and  intersect at the points  and .Find the coordinates of the midpoint of .Show clear algebraic working.
",Algebra,2-algebra,simultaneous-equations
"On the grid, draw the graph of    for 

",Algebra,2-algebra,graphs-of-functions
"The diagram shows part of a sketch of the curve 

Write down the coordinates of
i)
the point P
ii)
the point Q",Algebra,2-algebra,graphs-of-functions
